trial_id,frame_id,event_type,unix_time,unity_time,object_label,expected_class_id,expected_class_name,yolo_available,detected_class_id,detected_class_name,confidence,class_match,roi_source,anchor_label,n_raw,n_filtered,voxel_size_m,pose_mode,shape,stability,center_cam_x,center_cam_y,center_cam_z,center_world_x,center_world_y,center_world_z,right_x,right_y,right_z,up_x,up_y,up_z,fwd_x,fwd_y,fwd_z,extent_x,extent_y,extent_z,geo_conf,orient_conf,track_conf,overall_conf,t_detect_ms,t_cloud_ms,t_pose_ms,t_export_ms,t_e2e_ms,replacement_enabled,model_name,ply_path,success,fail_reason
phone_20260821_130948,11,realtime,1787288993.526,110.230,phone,67,cell phone,1,67,cell phone,0.283,1,YOLO ROI,mask center flat,3036,264,0.0100,SurfaceObject,Elongated,Stable,0.0089,0.0467,0.6424,0.0451,-0.1645,0.5776,-0.9998,0.0214,0.0000,0.0195,0.9111,-0.4116,-0.0088,-0.4115,-0.9113,0.3227,0.1579,0.1166,1.000,1.000,0.784,0.903,16.17,5.42,0.15,0.00,5.68,1,手持电话 (scene),,1,
phone_20260821_130948,12,capture,1787288993.791,110.497,phone,67,cell phone,1,67,cell phone,0.283,1,YOLO ROI,mask center flat,3054,255,0.0100,SurfaceObject,Elongated,Stable,0.0086,0.0463,0.6401,0.0460,-0.1645,0.5759,-0.9997,0.0226,0.0000,0.0206,0.9109,-0.4121,-0.0093,-0.4120,-0.9111,0.3072,0.1575,0.1071,1.000,1.000,0.437,0.747,16.17,0.00,0.00,10.47,17.13,1,手持电话 (scene),/var/mobile/Containers/Data/Application/3E0B7BD6-BD3D-428C-B868-39476BCA6048/Documents/PointCloud/pointcloud_20260821_130953.ply,1,
phone_20260821_130948,13,realtime,1787288994.045,110.746,phone,67,cell phone,1,67,cell phone,0.354,1,YOLO ROI,mask center flat,3075,253,0.0100,SurfaceObject,Elongated,Stable,0.0091,0.0418,0.6333,0.0455,-0.1645,0.5678,-0.9998,0.0217,0.0000,0.0198,0.9117,-0.4104,-0.0089,-0.4103,-0.9119,0.2724,0.1334,0.1265,1.000,1.000,0.676,0.854,20.43,3.95,0.12,0.00,4.17,1,手持电话 (scene),,1,
phone_20260821_130948,14,realtime,1787288994.544,111.247,phone,67,cell phone,1,67,cell phone,0.484,1,YOLO ROI,mask center flat,3004,252,0.0100,SurfaceObject,Elongated,Stable,0.0086,0.0434,0.6398,0.0448,-0.1646,0.5744,-0.9998,0.0219,0.0000,0.0200,0.9123,-0.4090,-0.0090,-0.4090,-0.9125,0.2666,0.1373,0.1228,1.000,1.000,0.802,0.911,16.87,4.91,0.13,0.00,5.14,1,手持电话 (scene),,1,
phone_20260821_130948,15,realtime,1787288995.061,111.763,phone,67,cell phone,1,67,cell phone,0.421,1,YOLO ROI,mask bottom upright,3007,247,0.0100,SurfaceObject,Elongated,Stable,0.0073,-0.0608,0.4076,0.0381,-0.1646,0.3195,-0.9997,0.0224,0.0000,0.0205,0.9123,-0.4091,-0.0092,-0.4090,-0.9125,0.3004,0.1605,0.1112,1.000,1.000,0.727,0.877,15.92,8.16,0.12,0.00,8.51,1,手持电话 (scene),,1,
phone_20260821_130948,16,realtime,1787288995.561,112.263,phone,67,cell phone,1,67,cell phone,0.464,1,YOLO ROI,mask bottom upright,2999,261,0.0100,SurfaceObject,Elongated,Stable,0.0078,-0.0609,0.4073,0.0383,-0.1646,0.3194,-0.9998,0.0220,0.0000,0.0201,0.9122,-0.4092,-0.0090,-0.4091,-0.9124,0.3072,0.1542,0.1070,1.000,1.000,0.901,0.955,18.30,4.71,0.17,0.00,5.00,1,手持电话 (scene),,1,
phone_20260821_130948,17,capture,1787288995.622,112.330,phone,67,cell phone,1,67,cell phone,0.464,1,YOLO ROI,mask bottom upright,2999,254,0.0100,SurfaceObject,Elongated,Stable,0.0076,-0.0608,0.4070,0.0383,-0.1646,0.3189,-0.9997,0.0226,0.0000,0.0206,0.9121,-0.4096,-0.0092,-0.4095,-0.9123,0.2725,0.1427,0.1120,1.000,1.000,0.944,0.975,18.30,0.00,0.00,9.99,14.97,1,手持电话 (scene),/var/mobile/Containers/Data/Application/3E0B7BD6-BD3D-428C-B868-39476BCA6048/Documents/PointCloud/pointcloud_20260821_130955.ply,1,
phone_20260821_130948,18,realtime,1787288996.057,112.763,phone,67,cell phone,1,67,cell phone,0.446,1,YOLO ROI,mask bottom upright,2974,261,0.0100,SurfaceObject,Elongated,Stable,0.0075,-0.0610,0.4079,0.0382,-0.1646,0.3194,-0.9997,0.0231,0.0000,0.0210,0.9122,-0.4093,-0.0094,-0.4092,-0.9124,0.3190,0.1522,0.1158,1.000,1.000,0.441,0.749,14.10,4.48,0.16,0.00,4.88,1,手持电话 (scene),,1,
phone_20260821_130948,19,realtime,1787288996.560,113.263,phone,67,cell phone,1,67,cell phone,0.405,1,YOLO ROI,mask bottom upright,2954,252,0.0100,SurfaceObject,Elongated,Stable,0.0071,-0.0609,0.4086,0.0384,-0.1646,0.3198,-0.9997,0.0241,0.0000,0.0220,0.9122,-0.4092,-0.0099,-0.4091,-0.9124,0.2922,0.1607,0.1114,1.000,1.000,0.656,0.845,17.59,4.57,0.14,0.00,4.81,1,手持电话 (scene),,1,
phone_20260821_130948,20,realtime,1787288997.075,113.780,phone,67,cell phone,1,67,cell phone,0.586,1,YOLO ROI,mask bottom upright,3019,267,0.0100,SurfaceObject,Elongated,Stable,0.0076,-0.0612,0.4082,0.0388,-0.1646,0.3192,-0.9997,0.0235,0.0000,0.0214,0.9123,-0.4089,-0.0096,-0.4087,-0.9126,0.3131,0.1609,0.1210,1.000,1.000,0.443,0.749,11.92,5.63,0.17,0.00,6.11,1,手持电话 (scene),,1,
phone_20260821_130948,21,capture,1787288997.157,113.864,phone,67,cell phone,1,67,cell phone,0.586,1,YOLO ROI,mask bottom upright,2958,252,0.0100,SurfaceObject,Elongated,Stable,0.0076,-0.0608,0.4079,0.0393,-0.1646,0.3188,-0.9997,0.0240,0.0000,0.0219,0.9118,-0.4100,-0.0099,-0.4099,-0.9121,0.2893,0.1651,0.1088,1.000,1.000,0.594,0.817,11.92,0.00,0.00,9.85,15.72,1,手持电话 (scene),/var/mobile/Containers/Data/Application/3E0B7BD6-BD3D-428C-B868-39476BCA6048/Documents/PointCloud/pointcloud_20260821_130957.ply,1,
phone_20260821_130948,22,realtime,1787288997.595,114.280,phone,67,cell phone,1,67,cell phone,0.560,1,YOLO ROI,mask bottom upright,2969,243,0.0100,SurfaceObject,Elongated,Stable,0.0060,-0.0583,0.4141,0.0377,-0.1647,0.3257,-0.9997,0.0237,0.0000,0.0216,0.9120,-0.4097,-0.0097,-0.4096,-0.9122,0.2976,0.1510,0.1147,1.000,1.000,0.688,0.859,24.53,3.55,0.13,0.00,3.80,1,手持电话 (scene),,1,
phone_20260821_130948,23,realtime,1787288998.077,114.780,phone,67,cell phone,1,67,cell phone,0.740,1,YOLO ROI,mask bottom upright,3027,272,0.0100,SurfaceObject,Elongated,Stable,0.0071,-0.0611,0.4095,0.0385,-0.1647,0.3206,-0.9997,0.0242,0.0000,0.0221,0.9125,-0.4085,-0.0099,-0.4084,-0.9127,0.3058,0.1637,0.1215,1.000,1.000,0.425,0.741,14.44,5.73,0.16,0.00,6.14,1,手持电话 (scene),,1,
phone_20260821_130948,24,realtime,1787288998.612,115.313,phone,67,cell phone,1,67,cell phone,0.540,1,YOLO ROI,mask bottom upright,2962,255,0.0100,SurfaceObject,Elongated,Stable,0.0070,-0.0610,0.4087,0.0385,-0.1647,0.3198,-0.9997,0.0235,0.0000,0.0215,0.9123,-0.4089,-0.0096,-0.4087,-0.9126,0.3143,0.1517,0.1155,1.000,1.000,0.583,0.812,20.82,2.97,0.18,0.00,3.29,1,手持电话 (scene),,1,
phone_20260821_130948,25,capture,1787288999.011,115.721,phone,67,cell phone,1,67,cell phone,0.540,1,YOLO ROI,mask bottom upright,3023,257,0.0100,SurfaceObject,Elongated,Stable,0.0077,-0.0610,0.4048,0.0384,-0.1646,0.3164,-0.9997,0.0231,0.0000,0.0210,0.9107,-0.4126,-0.0095,-0.4125,-0.9109,0.2951,0.1689,0.1086,1.000,1.000,0.720,0.874,20.82,0.00,0.00,9.59,14.86,1,手持电话 (scene),/var/mobile/Containers/Data/Application/3E0B7BD6-BD3D-428C-B868-39476BCA6048/Documents/PointCloud/pointcloud_20260821_130959.ply,1,
phone_20260821_130948,26,realtime,1787288999.117,115.815,phone,67,cell phone,1,67,cell phone,0.351,1,YOLO ROI,mask center flat,3064,269,0.0100,SurfaceObject,Elongated,Stable,0.0092,0.0487,0.6449,0.0467,-0.1646,0.5801,-0.9997,0.0227,0.0000,0.0207,0.9102,-0.4136,-0.0094,-0.4135,-0.9104,0.3063,0.1530,0.1105,1.000,1.000,0.844,0.930,11.03,4.71,0.19,0.00,5.03,1,手持电话 (scene),,1,
phone_20260821_130948,27,realtime,1787288999.614,116.316,phone,67,cell phone,1,67,cell phone,0.314,1,Center ROI,mask center flat,0,0,0.0100,Auto,Unknown,Invalid,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.000,0.000,0.000,0.000,12.59,0.01,0.00,0.00,0.03,1,手持电话 (scene),,0,waiting for LiDAR ROI
